transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Fakat ben artık kendimi kurtarmaya çalışıyor ve bize yaklaşan kadına bakmak istiyordum.,5.472,2,0,fifties,male_masculine,unknown,Fakat ben artık kendimi kurtarmaya çalışıyor ve bize yaklaşan kadına bakmak istiyordum.,fakat ben artık kendimi kurtarmaya çalışıyor ve bize yaklaşan kadına bakmak istiyordum,12,86,189.41942354159713,0.109228134,0.12610368897928995,-221.12239,107.75356,2.938293,21.784737,-31.482687,-9.129747,-30.27824,-11.549221,-29.718473,-12.437828,-12.108359,0.30845508,-8.297799
Güney tarafındaki büyük tiyatro binasının önünde bir polis dolaşıyordu.,4.68,2,0,fifties,male_masculine,unknown,Güney tarafındaki büyük tiyatro binasının önünde bir polis dolaşıyordu.,güney tarafındaki büyük tiyatro binasının önünde bir polis dolaşıyordu,9,70,194.55453497425842,0.14399831,0.11098564995659722,-200.0883,102.33261,15.223005,37.97015,-30.33439,-9.931605,-25.027576,-13.650255,-30.002184,-13.062612,-16.35345,-0.989969,-14.309258
"Yazı yazmıyor, birtakım çizgiler çiziyordu.",3.096,2,0,fifties,male_masculine,unknown,"Yazı yazmıyor, birtakım çizgiler çiziyordu.",yazı yazmıyor birtakım çizgiler çiziyordu,5,41,180.98495272946496,0.11006619,0.14335210272606383,-205.31406,81.34383,19.777277,37.91044,-29.846865,-10.498187,-31.48052,-14.386071,-27.395344,-9.784349,-15.875114,3.2600935,-12.612323
"Beraber çıkar, herkes gibi biz de sarhoş oluruz.",3.492,2,0,fifties,male_masculine,unknown,"Beraber çıkar, herkes gibi biz de sarhoş oluruz.",beraber çıkar herkes gibi biz de sarhoş oluruz,8,46,191.2531601705167,0.09996332,0.18126186477803738,-238.06554,80.398056,13.948127,27.345215,-29.400951,-15.71259,-26.275423,-10.315846,-30.42041,-6.2770996,-10.609218,-1.7353435,-10.1352
İsterseniz uyandırayım!,1.8,2,0,fifties,male_masculine,unknown,İsterseniz uyandırayım!,isterseniz uyandırayım,2,22,175.63884613145422,0.100095116,0.1828884548611111,-225.44304,84.3641,21.69008,39.075665,-21.031843,-9.725365,-32.67609,-4.999374,-28.325487,-11.101611,-19.654032,2.232229,-13.218981
"Ona nasıl bakacağımı, ne yapacağımı bilmiyordum.",3.096,2,0,fifties,male_masculine,unknown,"Ona nasıl bakacağımı, ne yapacağımı bilmiyordum.",ona nasıl bakacağımı ne yapacağımı bilmiyordum,6,46,195.71804010292,0.11572874,0.08780231881648937,-223.6508,125.1474,7.8129363,25.1709,-33.832993,-11.387615,-18.38802,-14.438425,-31.33091,-14.83397,-14.484351,3.7817507,-11.069992
Bir daha Maria Puder'den haber alamadım ve ismini duyamadım.,4.104,2,0,fifties,male_masculine,unknown,Bir daha Maria Puder'den haber alamadım ve ismini duyamadım.,bir daha maria puderden haber alamadım ve ismini duyamadım,9,58,189.75349094088972,0.11132034,0.0836394779265873,-227.9885,112.745575,18.028704,22.1353,-29.046837,-10.234319,-18.413372,-15.10791,-29.028208,-9.683521,-9.243122,-1.726232,-10.025154
Bu satırları yazdığım sırada aradan yirmi dört saatten biraz fazla bir zaman geçmiş bulunuyor.,6.192,2,0,fifties,male_masculine,unknown,Bu satırları yazdığım sırada aradan yirmi dört saatten biraz fazla bir zaman geçmiş bulunuyor.,bu satırları yazdığım sırada aradan yirmi dört saatten biraz fazla bir zaman geçmiş bulunuyor,14,93,194.38543975273433,0.119457155,0.14516269224476439,-217.48997,106.303185,17.245344,13.660325,-40.02339,-4.0279818,-25.50634,-13.962298,-35.569786,-9.366709,-10.144227,1.0713696,-14.397784
Sadece müteessirdim.,1.8,2,0,fifties,male_masculine,unknown,Sadece müteessirdim.,sadece müteessirdim,2,19,177.82488169972598,0.15126117,0.21045826099537038,-174.59016,67.77217,29.869938,24.678846,-24.596968,-8.593566,-31.049974,-6.23602,-28.17791,-6.460399,-21.369198,7.682853,-16.968094
İçimde sebepsiz bir can sıkıntısı vardı.,2.88,2,0,fifties,male_masculine,unknown,İçimde sebepsiz bir can sıkıntısı vardı.,içimde sebepsiz bir can sıkıntısı vardı,6,39,187.80298685642293,0.10188768,0.21867786754261365,-228.16768,61.721645,41.987484,29.046429,-21.911837,-9.052011,-31.812109,-7.520376,-33.051926,-7.059837,-20.325798,4.64945,-13.56485
"Taşların yanında, duman halinde, sıcak ve ince zerreler uçuşur.",5.184,2,0,fifties,male_masculine,unknown,"Taşların yanında, duman halinde, sıcak ve ince zerreler uçuşur.",taşların yanında duman halinde sıcak ve ince zerreler uçuşur,9,60,188.38425930910893,0.10835137,0.144293212890625,-217.4556,87.86783,10.90922,25.507404,-25.052776,-5.1406074,-33.35421,-15.425894,-23.762157,-6.967664,-15.235903,0.72145855,-11.311142
Yerimden fırlayarak boynuna sarılmak ve onu ağlaya ağlaya öpmek için müthiş bir arzu duydum.,5.904,2,0,fifties,male_masculine,unknown,Yerimden fırlayarak boynuna sarılmak ve onu ağlaya ağlaya öpmek için müthiş bir arzu duydum.,yerimden fırlayarak boynuna sarılmak ve onu ağlaya ağlaya öpmek için müthiş bir arzu duydum,14,91,188.10594584464442,0.12141628,0.10263296274038461,-225.23796,117.366714,15.285924,24.369112,-33.324642,-19.415295,-17.23749,-20.273294,-26.958046,-9.052415,-12.849712,1.9587418,-12.460799
Fakat her defasında haklı çıkan gene bu ilk his oluyordu.,4.104,2,1,fifties,male_masculine,unknown,Fakat her defasında haklı çıkan gene bu ilk his oluyordu.,fakat her defasında haklı çıkan gene bu ilk his oluyordu,10,56,184.89097404115125,0.09858768,0.14116365947420634,-225.02664,100.0917,19.746185,25.234293,-35.077858,-12.183935,-18.3214,-12.135635,-32.525322,-7.340304,-14.845799,2.2764277,-12.645943
Babam gene fenalaştı!,1.8,2,0,fifties,male_masculine,unknown,Babam gene fenalaştı!,babam gene fenalaştı,3,20,179.2134474881337,0.12086933,0.12180808738425926,-200.35165,111.15456,4.2732058,25.68424,-42.901157,-11.671381,-23.66144,-11.32992,-24.021229,-5.5372214,-11.6965885,2.261836,-12.466284
Hiç çekinmeden yanımda öpüştüler.,2.376,2,0,fifties,male_masculine,unknown,Hiç çekinmeden yanımda öpüştüler.,hiç çekinmeden yanımda öpüştüler,4,32,189.35746895878043,0.103775375,0.1400485568576389,-207.96613,85.986984,-0.15231207,53.120377,-27.375237,-13.683056,-28.777452,-15.51305,-28.682121,-5.1357903,-15.731713,0.9595611,-17.06611
"Berlin'den başka bir yere gitmemiştim, şehri aşağı yukarı çıkmaz sokaklarına kadar biliyordum.",5.796,2,0,fifties,male_masculine,unknown,"Berlin'den başka bir yere gitmemiştim, şehri aşağı yukarı çıkmaz sokaklarına kadar biliyordum.",berlinden başka bir yere gitmemiştim şehri aşağı yukarı çıkmaz sokaklarına kadar biliyordum,12,91,185.67524955513517,0.10428099,0.11804131023044692,-225.26065,97.40468,6.6958075,37.41488,-28.727509,-9.677758,-28.091911,-14.198487,-23.861792,-11.405686,-13.612567,3.4666524,-13.521577
Ama Berlin'de değil.,1.584,2,0,fifties,male_masculine,unknown,Ama Berlin'de değil.,ama berlinde değil,3,18,173.72363026483228,0.09912748,0.11576421210106383,-264.91833,97.07755,22.699232,46.8182,-40.618988,-21.899164,-16.441584,-13.342272,-18.25685,-7.5761275,-15.12837,3.0335157,-11.984266
"Aramızda anlaşılmaz, boğucu bir havanın dolaştığını hissedeceğiz.",4.5,2,0,fifties,male_masculine,unknown,"Aramızda anlaşılmaz, boğucu bir havanın dolaştığını hissedeceğiz.",aramızda anlaşılmaz boğucu bir havanın dolaştığını hissedeceğiz,7,63,178.50401455345016,0.099100456,0.20164600317028986,-245.94757,85.502884,27.607513,23.218184,-38.064342,-8.033493,-22.860554,-13.2083435,-27.285408,-9.00242,-17.188646,3.9239962,-13.712929
"Artık sırmalı kapıcıya sormaya utandığım için, uzaktan bakmakla iktifa ediyordum.",5.184,2,0,fifties,male_masculine,unknown,"Artık sırmalı kapıcıya sormaya utandığım için, uzaktan bakmakla iktifa ediyordum.",artık sırmalı kapıcıya sormaya utandığım için uzaktan bakmakla iktifa ediyordum,10,79,199.1118326845491,0.11380561,0.1227691650390625,-215.85718,119.15552,10.760141,17.452478,-35.398914,-11.388206,-19.692844,-18.441921,-27.172235,-13.61687,-14.385061,5.327627,-16.584705
Hızlı hızlı otele döndüm.,1.8,2,0,fifties,male_masculine,unknown,Hızlı hızlı otele döndüm.,hızlı hızlı otele döndüm,4,24,191.27907156104325,0.16437702,0.09062138310185185,-194.33446,114.3881,28.06238,24.705324,-33.235004,1.9776912,-13.455444,-24.214418,-38.216988,-5.781472,-11.395015,-3.9860632,-13.248353
Önündeki şaraptan birkaç yudum içti ve birdenbire bana dönüp gözlerimin içine baktı.,5.58,2,0,fifties,male_masculine,unknown,Önündeki şaraptan birkaç yudum içti ve birdenbire bana dönüp gözlerimin içine baktı.,önündeki şaraptan birkaç yudum içti ve birdenbire bana dönüp gözlerimin içine baktı,12,83,193.24797783653167,0.1060743,0.10050928869912791,-230.3016,103.941864,2.4041445,35.502266,-28.187157,-10.68734,-28.02329,-18.302933,-22.46655,-10.427796,-13.754801,-4.092328,-11.935514
Sesim heyecandan titriyordu.,2.196,2,0,fifties,male_masculine,unknown,Sesim heyecandan titriyordu.,sesim heyecandan titriyordu,3,27,189.6876726164745,0.0993069,0.13225763494318182,-241.45497,98.52622,16.000183,33.60606,-26.125072,-13.505245,-24.846893,-9.705984,-28.453266,-13.377053,-15.603494,3.3522146,-9.476426
Demek siz Yahudisiniz?,1.692,2,0,fifties,male_masculine,unknown,Demek siz Yahudisiniz?,demek siz yahudisiniz,3,21,169.75903181382137,0.090419255,0.29825367647058826,-217.91174,41.147736,32.428463,32.266003,-19.625557,-9.893004,-36.82132,1.7644695,-30.80775,1.1388648,-28.070583,5.5852494,-11.873892
"Aile yükü arttıkça benim hayatla alakam azalıyor, artması icap eden gayretim büsbütün yok oluyordu.",7.2,2,0,fifties,male_masculine,unknown,"Aile yükü arttıkça benim hayatla alakam azalıyor, artması icap eden gayretim büsbütün yok oluyordu.",aile yükü arttıkça benim hayatla alakam azalıyor artması icap eden gayretim büsbütün yok oluyordu,14,97,194.21150755747777,0.10177145,0.10557432432432433,-232.94693,109.13878,2.6326647,30.982838,-33.60256,-14.812997,-25.051462,-12.66736,-25.983452,-14.373586,-10.179044,1.7022969,-8.623703
Daha da büyümüş olarak.,1.692,2,0,fifties,male_masculine,unknown,Daha da büyümüş olarak.,daha da büyümüş olarak,4,22,178.21324157858479,0.11410133,0.10193589154411764,-218.08992,110.84492,-7.995646,25.252096,-32.3212,-3.4942813,-24.45885,-14.75782,-24.59497,-8.405218,-4.663901,3.0833738,-9.560549
Kafamda ona bir hayat seyri icap edip yanında yürüyeceğim.,3.672,2,0,fifties,male_masculine,unknown,Kafamda ona bir hayat seyri icap edip yanında yürüyeceğim.,kafamda ona bir hayat seyri icap edip yanında yürüyeceğim,9,57,195.1887176957564,0.11965457,0.10559838219026549,-214.8124,103.66315,11.739079,53.103508,-36.31477,-15.804258,-24.857313,-13.051654,-26.781569,-15.380036,-17.567858,4.1166816,-10.5492525
Hâlâ soramıyordum.,1.476,2,1,fifties,male_masculine,unknown,Hâlâ soramıyordum.,hl soramıyordum,2,15,190.88676636327992,0.13606995,0.08746892755681818,-214.67775,131.92023,-5.7242184,18.292866,-43.16546,-8.982895,-7.477944,-17.360947,-30.393372,-13.738339,-8.596666,6.965332,-6.491322
Öleceğini asla tahmin etmiyormuş.,2.376,2,0,fifties,male_masculine,unknown,Öleceğini asla tahmin etmiyormuş.,öleceğini asla tahmin etmiyormuş,4,32,189.96765591545173,0.112817794,0.15134684244791666,-218.52626,91.59958,3.599721,29.064545,-35.223537,-8.743178,-23.647453,-7.8226047,-33.04042,-12.891741,-11.971437,4.2788053,-9.824567
Odanın tenhalaştığı bir anda arkadaşım başını kaldırarak.,3.888,2,0,fifties,male_masculine,unknown,Odanın tenhalaştığı bir anda arkadaşım başını kaldırarak.,odanın tenhalaştığı bir anda arkadaşım başını kaldırarak,7,56,206.7803602080507,0.11248786,0.11177127100840337,-214.00264,114.36127,-8.282949,24.691154,-40.327785,-10.034662,-26.271458,-18.50562,-28.194298,-11.791896,-9.643414,-1.9411807,-10.028202
Gözlerimle onu takip ederek mırıldanıyordum.,2.988,2,0,fifties,male_masculine,unknown,Gözlerimle onu takip ederek mırıldanıyordum.,gözlerimle onu takip ederek mırıldanıyordum,5,43,190.29121652254537,0.11369375,0.06828962053571429,-225.62549,119.411575,-2.9320457,34.59649,-28.902718,-10.911325,-18.769997,-21.942093,-25.913467,-17.670523,-13.451331,-1.4246867,-8.36461
Yüzü ve bakışları bana inandığını gösteriyordu.,3.096,2,0,thirties,male_masculine,unknown,Yüzü ve bakışları bana inandığını gösteriyordu.,yüzü ve bakışları bana inandığını gösteriyordu,6,46,194.37498586016966,0.0509089,0.09176051363031915,-327.67322,133.54492,-24.963243,43.756474,-20.5153,-9.267642,-10.468346,-8.012266,-8.023176,-22.630747,-3.7207227,-2.1806476,-18.978035
Tekrar üzüntülü bir tereddüde düştüm.,2.592,2,0,thirties,male_masculine,unknown,Tekrar üzüntülü bir tereddüde düştüm.,tekrar üzüntülü bir tereddüde düştüm,5,36,201.43368501491065,0.088622324,0.11147028283227849,-278.56445,103.66337,-29.1195,54.659817,-6.868463,-12.773387,-13.660595,-0.47806704,-7.050907,-20.540947,-13.000137,-3.4938443,-18.082542
Fakat benim için bundan sonra eski uykuya dönmek imkânı yoktu.,4.392,2,0,thirties,male_masculine,unknown,Fakat benim için bundan sonra eski uykuya dönmek imkânı yoktu.,fakat benim için bundan sonra eski uykuya dönmek imknı yoktu,10,60,206.25376304481213,0.13696462,0.1081271701388889,-230.67839,126.17765,-20.976843,49.963764,-20.866117,-11.783699,-7.50958,-3.345626,-9.188454,-22.609682,-2.593377,-2.0411198,-23.457596
Bunları görünce dün akşamki halimi hatırladım.,3.276,2,0,thirties,male_masculine,unknown,Bunları görünce dün akşamki halimi hatırladım.,bunları görünce dün akşamki halimi hatırladım,6,45,208.14822726564734,0.08783444,0.06241297957920792,-307.97372,121.83398,-17.70937,43.16927,-13.037691,-15.409352,-11.940836,-6.6100264,3.3161407,-19.115105,-13.042653,-2.537048,-12.388296
Fevkalade ciddi bir şey düşünüyor gibiydi.,2.484,2,0,thirties,male_masculine,unknown,Fevkalade ciddi bir şey düşünüyor gibiydi.,fevkalade ciddi bir şey düşünüyor gibiydi,6,41,194.30346801068507,0.09405047,0.092041015625,-264.36655,111.883354,-17.268215,75.53002,-8.754367,-25.914793,-17.631876,1.8199744,-0.88106316,-25.795101,-18.220413,1.2383595,-22.888868
Diğer ressamlar uzaktan bize bakıyorlar ve muhakkak ki sırıtıyorlardı.,4.392,2,0,thirties,male_masculine,unknown,Diğer ressamlar uzaktan bize bakıyorlar ve muhakkak ki sırıtıyorlardı.,diğer ressamlar uzaktan bize bakıyorlar ve muhakkak ki sırıtıyorlardı,9,69,174.8686589933768,0.089053705,0.11551287615740741,-246.4917,138.57922,-13.981586,35.231018,-33.763172,-10.34796,2.9502473,0.16965128,-31.18951,5.562403,-1.6691297,-15.797141,-3.0279865
"Ondan sonra, birkaç kere daha, uzun uzun çaldım.",4.176,2,0,thirties,male_masculine,unknown,"Ondan sonra, birkaç kere daha, uzun uzun çaldım.",ondan sonra birkaç kere daha uzun uzun çaldım,8,45,215.10366297978445,0.084714055,0.0852561773255814,-313.11505,118.36963,-13.339707,16.227362,-21.658077,-1.1754841,1.3238081,-6.664001,-16.107584,4.656676,-5.870527,-8.145937,-0.49445498
"Hayır, bu kâğıdın benimle bir alakası olamazdı.",3.492,2,0,thirties,male_masculine,unknown,"Hayır, bu kâğıdın benimle bir alakası olamazdı.",hayır bu kğıdın benimle bir alakası olamazdı,7,44,210.36493522302132,0.07236185,0.10229264018691589,-324.9966,107.81511,-15.628733,24.918192,-29.16679,3.8990607,0.7465824,-12.877695,-14.3869915,2.1939623,-2.9038963,-11.072157,-3.6219397
Ben de yanına iliştim.,1.692,2,0,thirties,male_masculine,unknown,Ben de yanına iliştim.,ben de yanına iliştim,4,21,172.947310712607,0.10732824,0.09342447916666667,-255.98557,130.61897,-24.046299,55.750286,-23.468395,-2.9588006,-3.6453779,-11.671724,-16.989006,-2.851399,-4.4176383,-12.578319,-4.1716194
Hiç merak etmiyor musunuz?,1.584,2,0,thirties,male_masculine,unknown,Hiç merak etmiyor musunuz?,hiç merak etmiyor musunuz,4,25,199.41990209089377,0.10735368,0.13033992686170212,-244.97054,110.486496,-22.994528,51.797348,-18.053616,-10.145691,9.557115,-5.7989774,-26.824728,8.908704,-11.685607,-16.739141,-9.191073
"Peki, sonra?",1.188,2,0,thirties,male_masculine,unknown,"Peki, sonra?",peki sonra,2,10,225.09493944676828,0.111180276,0.12151227678571429,-266.34662,111.31349,-23.014536,50.732395,-28.930204,-7.8543544,9.201957,-16.780664,-25.620646,6.3747025,-8.250106,-8.723893,-8.164996
Nereye gideceğimi o da bilmiyor.,1.872,2,0,thirties,male_masculine,unknown,Nereye gideceğimi o da bilmiyor.,nereye gideceğimi o da bilmiyor,5,31,203.53364007456815,0.124339916,0.0600500274122807,-278.4225,123.02963,-5.7223983,70.007355,-19.919703,-7.3902445,-0.18007542,-18.08255,-21.785707,-0.7209191,-2.6747727,-11.345591,-7.219957
Doğru dürüst lisan bildiği bile şüpheli!,2.376,2,1,thirties,male_masculine,unknown,Doğru dürüst lisan bildiği bile şüpheli!,doğru dürüst lisan bildiği bile şüpheli,6,39,193.88192675357473,0.08841067,0.08287896050347222,-306.18228,120.365425,-12.012826,51.216846,-14.590532,-0.3137863,6.806028,-20.144753,-25.46112,2.9173439,-10.802243,-10.052196,-8.523828
Dışarıda fırtına gittikçe artıyor ve rüzgar ıslak kamçısını kerpiç duvarlarda gezdiriyordu.,5.976,2,1,thirties,male_masculine,unknown,Dışarıda fırtına gittikçe artıyor ve rüzgar ıslak kamçısını kerpiç duvarlarda gezdiriyordu.,dışarıda fırtına gittikçe artıyor ve rüzgar ıslak kamçısını kerpiç duvarlarda gezdiriyordu,11,90,184.50722370546208,0.050892323,0.1105125633445946,-327.9684,112.67103,-10.9584465,45.289272,-8.0631075,-9.977266,-13.056706,-5.1819186,-20.266111,-10.666263,7.5949345,-4.9514465,-19.591309
"Gözleri de, camların altında, daha derine kaçmışa benziyordu.",4.788,2,1,thirties,male_masculine,unknown,"Gözleri de, camların altında, daha derine kaçmışa benziyordu.",gözleri de camların altında daha derine kaçmışa benziyordu,8,58,181.6468181512191,0.07684822,0.06275244472789115,-321.6366,112.99941,-3.269265,37.109165,-14.848895,-1.5606092,-8.035838,-11.246921,-19.215714,12.259416,-4.4604316,-11.23897,1.3352302
Kalbim hızla atmaya başladı.,1.8,2,1,thirties,male_masculine,unknown,Kalbim hızla atmaya başladı.,kalbim hızla atmaya başladı,4,27,184.66778679717933,0.10729421,0.06723813657407407,-254.76073,135.0967,-5.4741516,31.92006,-10.932769,-2.957584,-10.630332,-6.3201694,-24.198177,11.517356,-0.9008647,-22.22838,-2.7258298
Ben size tabiyim.,1.188,2,1,thirties,male_masculine,unknown,Ben size tabiyim.,ben size tabiyim,3,16,186.48886840028726,0.10558637,0.08977399553571429,-265.8667,133.95876,1.1688938,63.769028,-5.7761397,-11.844274,-8.308609,-7.531392,-22.16072,15.670059,-11.670884,-11.414658,-0.13258842
Sabahtan beri kurduğum binanın yerinde yeller esiyordu.,2.988,2,0,thirties,male_masculine,unknown,Sabahtan beri kurduğum binanın yerinde yeller esiyordu.,sabahtan beri kurduğum binanın yerinde yeller esiyordu,7,54,185.43734915357177,0.12297836,0.07482507726648352,-239.92642,146.59634,-2.2326255,38.991657,-29.527847,-1.4588921,-5.4465094,-12.513797,-26.050003,5.972241,0.08960075,-20.282772,-1.286149
